,0,1,2,3,4
14163,375049,우리 가족은 엄마 아빠 나 세 명이에요,7,남,가족 소개하기
14164,375058,아빠는 주말에 저랑 잘 놀아주세요 ,7,남,가족 소개하기
14165,375067,나는 주말에 아빠랑 캐치볼을 해  ,7,남,가족에 대해 말하기
14166,375068,시끄럽게 떠들고 얄미워 ,7,남,가족에 대해 말하기
14167,375071,나는 여동생이 있어,7,남,가족에 대해 말하기
14168,375075,놀이터 갈래 엄마한테 물어봐 ,7,남,가정
14169,375076,우리 아빠는 은행에서 일해 ,7,남,가족에 대해 말하기
14170,375885,어제 할머니 생신이셔서 파티했어요 ,8,남,가족 생일
14171,375923,우리 엄마는 키가 작고 안경을 썼어요,8,남,가족 소개하기
14172,375930,그저께 할아버지 생신 파티했어요 ,8,남,가족 생일
14173,375966,우리 엄마는 화장 안 해도 예뻐요 ,8,남,가족 소개하기
14174,375977,고모는 우리 아빠한테 오빠라고 불러요 ,8,남,가족 소개하기
14175,375981,저는 동생이 가끔 미울 때가 있어요 ,8,남,가족 소개하기
14176,375982,이모는 중학교 영어 선생님이에요 ,8,남,가족 소개하기
14177,375989,할머니는 흰머리가 많으셔서 염색을 해요  ,8,남,가족 소개하기
14178,375993,시끄럽게 떠들고 얄미워 ,8,남,가족에 대해 말하기
14179,375994,삼촌이 이번 주말에 숙모가 되실 분과 같이 오신다고 하셨어요 ,8,남,가족 소개하기
14180,375998,놀이터 갈래 엄마한테 물어봐 ,8,남,가정
14181,376008,할아버지는 책을 보실 때 돋보기를 써요 ,8,남,가족 소개하기
14182,376009,엄마는 저한테 항상 양보하라고 동생 편만 들어요 ,8,남,가족 소개하기
14183,376011,저는 여동생이 두 명 있어요 ,8,남,가족 소개하기
14184,376017,우리 이모는 미국 살아,8,남,가족에 대해 말하기
14185,376020,조립하기 어려운 레고도 고모가 척척 만들어 주세요 ,8,남,가족 소개하기
14186,376021,저도 아빠 닮아서 그런지 키가 커요 ,8,남,가족 소개하기
14187,376022,삼촌이 오시면 제 방에서 같이 게임해요 ,8,남,가족 소개하기
14188,376023,내 동생은 맨날 귀찮게 졸졸 쫓아 다녀,8,남,가족에 대해 말하기
14189,376024,제 동생은 제 물건을 자꾸 가져가요 ,8,남,가족 소개하기
14190,376030,나도 몰라 엄마한테 물어 봐 ,8,남,가정
14191,376032,우리 아빠는 은행에서 일해 ,8,남,가족에 대해 말하기
14192,376039,우리집은 고양이를 키워요 ,8,남,가족 소개하기
14193,376041,이거 내 거잖아 만지지 마 ,8,남,가정
14194,376044,이 책 다 봤어 이제 내가 봐도 돼,8,남,가정
14195,376045,삼촌 방에 가면 컴퓨터가 큰 게 있어요 ,8,남,가족 소개하기
14196,376046,저희는 할머니랑 같이 살아요 ,8,남,가족 소개하기
14197,376047,할아버지는 흰머리가 많으시고 눈이 나쁘셔서 안경을 써요 ,8,남,가족 소개하기
14198,376048,고모랑 게임하는 게 재밌어요 ,8,남,가족 소개하기
14199,376054,우리 할머니는 시골에 사셔  ,8,남,가족에 대해 말하기
14200,376056,저는 할머니 외할아버지랑 같이 살아요 ,8,남,가족 소개하기
14201,376062,삼촌이랑 레고 만드는 게 좋아요 ,8,남,가족 소개하기
14202,376063,엄마가 티비 봐도 된대 진짜,8,남,가정
14203,376064,너 지금 나 때렸냐 엄마한테 이를 거야 ,8,남,가정
14204,376073,나는 주말에 아빠랑 캐치볼을 해  ,8,남,가족에 대해 말하기
14205,376078,우리 아빠는 키가 커요 ,8,남,가족 소개하기
14206,376079,엄마가 학교에 데리러 오실 때가 너무 기다려져요 ,8,남,가족 소개하기
14207,376081,맨날 내 말 따라하고 공부하는데 방해해 ,8,남,가족에 대해 말하기
14208,376087,이모는 저랑 잘 놀아 줘요 ,8,남,가족 소개하기
14209,376088,나는 여동생이 있어,8,남,가족에 대해 말하기
14210,376089,우리 집에 강아지가 두 마리 있어요 ,8,남,가족 소개하기
14211,376090,우리 엄마가 세상에서 제일 예뻐요 ,8,남,가족 소개하기
14212,376093,이모 집에 가면 제가 좋아하는 사촌들과 놀 수 있어서 벌써 부터 기대돼요 ,8,남,가족 소개하기
14213,376096,엄마는 게임하는 걸 싫어하는데 이모 집에 가면 게임을 실컷 할 수 있어요 ,8,남,가족 소개하기
14214,376100,우리 엄마는 선생님이야 ,8,남,가족에 대해 말하기
14215,376102,나도 할래 나도 해보고 싶어,8,남,가정
14216,376103,나 이거 볼 거야 조용히 해 ,8,남,가정
14217,376104,우리 삼촌은 베트남에 있어,8,남,가족에 대해 말하기
14218,376106,아빠 회사가 명동에 있는데 주말에 놀러간 적이 있어요 ,8,남,가족 소개하기
14219,376107,제 동생은 제 말을 잘 안 들어요 ,8,남,가족 소개하기
14220,376108,저랑 제 동생은 쌍둥이에요 ,8,남,가족 소개하기
14221,376109,아빠는 주말에 저랑 잘 놀아주세요 ,8,남,가족 소개하기
14222,376111,할아버지랑 문구점 같이 가기로 약속했어요 ,8,남,가족 소개하기
14223,376113,내동생은 유치원 다녀요 ,8,남,가족 소개하기
14224,376116,고모가 열 살 생일 선물로 제가 제일 갖고 싶었던 레고를 사주셨어요,8,남,가족 소개하기
14225,376118,저는 엄마가 제일 좋아요,8,남,가족 소개하기
14226,376119,나 지금 숙제하고 있잖아,8,남,가정
14227,376121,밥 먹고 하래 이거 다 정리해 ,8,남,가정
14228,376126,삼촌은 나이가 서른 살이 넘었는데 결혼은 하지 않았어요 ,8,남,가족 소개하기
14229,376129,엄마 뱃속에 동생이 있어요 다음 달에 동생이 태어나요 ,8,남,가족 소개하기
14230,376130,저는 동생한테 재미있는 동화책을 자주 읽어줘요 ,8,남,가족 소개하기
14231,376132,우리 집에는 이모가 주신 고양이가 두 마리 있어요 ,8,남,가족 소개하기
14232,376137,삼촌은 기타를 잘 쳐요 ,8,남,가족 소개하기
14233,376144,나 숙제해야 해 방해하지 마 ,8,남,가정
14234,376145,할아버지는 머리가 하얘요 ,8,남,가족 소개하기
14235,376148,동생이 생기면 잘해 줄 거예요 ,8,남,가족 소개하기
14236,376149,우리 가족은 네 명이에요 ,8,남,가족 소개하기
14237,376150,저는 엄마도 좋고 아빠도 좋아요 ,8,남,가족 소개하기
14238,376151,너 숙제 다했어 게임해도 돼,8,남,가정
14239,376152,저희는 말티즈 한 마리를 키워요 ,8,남,가족 소개하기
14240,376159,삼촌은 내가 말하는 거 다 만들어 줘요 ,8,남,가족 소개하기
14241,376164,아빠는 저랑 동생한테 장난을 많이 쳐요 ,8,남,가족 소개하기
14242,376171,할머니는 흰머리가 많아요 ,8,남,가족 소개하기
14243,376174,엄마가 밥 먹으래 빨리 나와 ,8,남,가정
14244,376175,우리 가족은 엄마 아빠 나 세 명이요,8,남,가족 소개하기
14245,376179,고모랑 주말마다 레고하는 게 너무 재미있어요 ,8,남,가족 소개하기
14246,376182,할머니네 집 근처에 바다가 있어서 자주 놀러가요 ,8,남,가족 소개하기
14247,376183,할머니 집에 놀러갈 때마다 제가 좋아하는 음식을 많이 만들어 주세요 ,8,남,가족 소개하기
14248,376186,여름 방학 때 울산 이모집에 놀러갈 거에요 ,8,남,가족 소개하기
14249,376189,우리 할머니는 요리를 잘 하세요 ,8,남,가족 소개하기
14250,376191,우리 가족은 네 명이야 ,8,남,가족에 대해 말하기
14251,376194,저랑 제 동생은 세 살 차이가 나요 ,8,남,가족 소개하기
14252,376195,우리 아빠는 웃음 소리가 되게 커요,8,남,가족 소개하기
14253,376196,우리 아빠는 회사원이에요,8,남,가족 소개하기
14254,376197,나도 보여줘 한번만 해 보자 ,8,남,가정
14255,376198,한 달에 한 번 수원 할머니네 집에 가요 ,8,남,가족 소개하기
14256,376201,아빠랑 자기 전에 침대에서 책읽는 게 좋아요 ,8,남,가족 소개하기
14257,376205,맛있어 나도 한 입만 ,8,남,가정
14258,376211,저는 남동생이 한 명 있어요 ,8,남,가족 소개하기
14259,377524,이모 생일이어서 케이크 샀어요 ,8,남,가족 생일
14260,377548,일학년 때는 아빠가 아침에 학교갈 때 같이 다녔어요,8,남,가족 소개하기
14261,377565,쌍둥이라서 그런지 둘이 정말 똑같이 생겼어요,8,남,가족 소개하기
14262,377579,오늘은 우리 엄마 생일이에요 ,8,남,가족 생일
14263,377614,엄마 생일에 맛있는 거 먹으러 갈 거래요 ,8,남,가족 생일
14264,377625,할머니는 아직도 저를 애기라고 불러요,8,남,가족 소개하기
14265,377640,내일 내 동생 생일이에요 ,8,남,가족 생일
14266,377641,고모네 집에 가면 사촌 동생이랑 같이 놀고 재밌어요,8,남,가족 소개하기
14267,377663,어제가 우리 아빠 생일이었어요 ,8,남,가족 생일
14268,377665,이번주 토요일은 아빠 생일이에요 ,8,남,가족 생일
14269,377681,할아버지 댁은 바닷가라서 여름에 가면 물놀이를 하고 놀아요,8,남,가족 소개하기
14270,377684,우리 할머니가 이 모자 뜨개질로 만드신 거예요 ,8,남,가족 소개하기
14271,377716,고모네 집은 우리 집이랑 가까워서 자주 놀러가요 ,8,남,가족 소개하기
14272,377718,내 동생은 겨울에 태어났어요 ,8,남,가족 생일
14273,377719,아빠 생일이어서 생일카트 썼어요 ,8,남,가족 생일
14274,377727,제 생일은 시 월이에요  ,8,남,가족 생일
14275,377742,엄마가 자전거 어떻게 타는지 가르쳐 줬어요 ,8,남,가족 소개하기
14276,377752,이모는 엄마보다 나이가 많은데 엄마랑 많이 닮았어요,8,남,가족 소개하기
14277,377762,다음 주에 할아버지 생신이래요 ,8,남,가족 생일
14278,377767,할머니 댁에 가면 맛있는 걸 많이 먹을 수 있어서 좋아요,8,남,가족 소개하기
14279,377770,그래서 이름 부를 때 맨날 헷갈려요 ,8,남,가족 소개하기
14280,377786,이모는 강아지를 세 마리나 키우는데 엄청 귀여워요 ,8,남,가족 소개하기
14281,377791,엄마랑 삼촌은 남매 사이래요 ,8,남,가족 소개하기
14282,377829,할머니 생신은 다음 달이래요 ,8,남,가족 생일
14283,377830,이모네 갈 거예요 이모부 생신이래요,8,남,가족 생일
14284,377857,삼촌은 딸이 두 명 있는데 둘이 쌍둥이예요,8,남,가족 소개하기
14285,377871,우리 엄마가 세상에서 제일 예뻐요 ,9,남,가족 소개하기
14286,377874,저희는 말티즈 한 마리를 키워요 ,9,남,가족 소개하기
14287,377875,저도 아빠 닮아서 그런지 키가 커요 ,9,남,가족 소개하기
14288,377879,삼촌이 이번 주말에 숙모가 되실 분과 같이 오신다고 하셨어요 ,9,남,가족 소개하기
14289,377886,삼촌이랑 레고 만드는 게 좋아요 ,9,남,가족 소개하기
14290,377891,고모랑 주말마다 레고하는 게 너무 재미있어요 ,9,남,가족 소개하기
14291,377895,우리 집에는 이모가 주신 고양이가 두 마리 있어요 ,9,남,가족 소개하기
14292,377899,제 동생은 제 물건을 자꾸 가져가요 ,9,남,가족 소개하기
14293,377908,엄마는 게임하는 걸 싫어하는데 이모 집에 가면 게임을 실컷 할 수 있어요 ,9,남,가족 소개하기
14294,377909,할머니는 흰머리가 많아요 ,9,남,가족 소개하기
14295,377910,우리 아빠는 회사원이에요,9,남,가족 소개하기
14296,377912,고모가 열 살 생일 선물로 제가 갖고 싶었던 레고를 사주셨어요,9,남,가족 소개하기
14297,377915,삼촌은 내가 말하는 거 다 만들어 줘요 ,9,남,가족 소개하기
14298,377916,한 달에 한 번 수원 할머니네 집에 가요 ,9,남,가족 소개하기
14299,377924,저는 여동생이 두 명 있어요 ,9,남,가족 소개하기
14300,377927,동생이 생기면 잘해 줄 거예요 ,9,남,가족 소개하기
14301,377933,저는 동생이 가끔 미울 때가 있어요 ,9,남,가족 소개하기
14302,377937,아빠 회사가 명동에 있는데 주말에 놀러간 적이 있어요 ,9,남,가족 소개하기
14303,377942,내동생은 유치원 다녀요 ,9,남,가족 소개하기
14304,377945,엄마가 학교에 데리러 오실 때가 너무 기다려져요 ,9,남,가족 소개하기
14305,377951,삼촌 방에 가면 컴퓨터가 큰 게 있어요 ,9,남,가족 소개하기
14306,377953,저는 엄마가 제일 좋아요,9,남,가족 소개하기
14307,377958,우리 가족은 네 명이에요 ,9,남,가족 소개하기
14308,377960,우리 할머니는 요리를 잘 하세요 ,9,남,가족 소개하기
14309,377961,우리 아빠는 키가 커요 ,9,남,가족 소개하기
14310,377964,우리 집에 강아지가 두 마리 있어요 ,9,남,가족 소개하기
14311,377965,할머니네 집 근처에 바다가 있어서 자주 놀러가요 ,9,남,가족 소개하기
14312,377966,이모는 중학교 영어 선생님이에요 ,9,남,가족 소개하기
14313,377968,할아버지는 책을 보실 때 돋보기를 써요 ,9,남,가족 소개하기
14314,377969,삼촌이 오시면 제 방에서 같이 게임해요 ,9,남,가족 소개하기
14315,377973,저는 엄마도 좋고 아빠도 좋아요 ,9,남,가족 소개하기
14316,377983,할머니는 흰머리가 많으셔서 염색을 해요  ,9,남,가족 소개하기
14317,377991,삼촌은 기타를 잘 쳐요 ,9,남,가족 소개하기
14318,377995,엄마는 저한테 항상 양보하라고 동생 편만 들어요 ,9,남,가족 소개하기
14319,377998,삼촌은 나이가 서른 살이 넘었는데 결혼은 하지 않았어요 ,9,남,가족 소개하기
14320,378002,할머니는 집에 놀러갈 때마다 제가 좋아하는 음식을 많이 만들어 주세요 ,9,남,가족 소개하기
14321,378010,아빠는 주말에 저랑 잘 놀아주세요 ,9,남,가족 소개하기
14322,378018,할아버지는 흰머리가 많으시고 눈이 나쁘셔서 안경을 써요 ,9,남,가족 소개하기
14323,378019,이모 집에 가면 제가 좋아하는 사촌들과 놀 수 있어서 벌써 부터 기대돼요 ,9,남,가족 소개하기
14324,378031,우리 가족은 엄마 아빠 나 세 명이요,9,남,가족 소개하기
14325,378032,저는 동생한테 재미있는 동화책을 자주 읽어줘요 ,9,남,가족 소개하기
14326,378038,우리집은 고양이를 키워요 ,9,남,가족 소개하기
14327,378039,저랑 제 동생은 쌍둥이에요 ,9,남,가족 소개하기
14328,378040,할아버지랑 문구점 같이 가기로 약속했어요 ,9,남,가족 소개하기
14329,378043,제 동생은 제 말을 잘 안 들어요 ,9,남,가족 소개하기
14330,378044,여름 방학 때 울산 이모집에 놀러갈 거예요 ,9,남,가족 소개하기
14331,378046,저는 할머니 외할아버지랑 살아요 ,9,남,가족 소개하기
14332,378061,고모랑 게임하는 게 재미있어요 ,9,남,가족 소개하기
14333,378068,엄마 뱃속에 동생이 있어요 다음 달에 동생이 태어나요 ,9,남,가족 소개하기
14334,378079,이모는 저랑 잘 놀아 줘요 ,9,남,가족 소개하기
14335,378080,할아버지는 머리가 하얘요 ,9,남,가족 소개하기
14336,378082,조립하기 어려운 레고도 고모가 척척 만들어 주세요 ,9,남,가족 소개하기
14337,378087,저희는 할머니랑 같이 살아요 ,9,남,가족 소개하기
14338,378089,저는 남동생이 한 명 있어요 ,9,남,가족 소개하기
14339,378090,저랑 제 동생은 세 살 차이가 나요 ,9,남,가족 소개하기
14340,378093,나는 여동생이 있어,9,남,가족에 대해 말하기
14341,378095,우리 이모는 미국 살아,9,남,가족에 대해 말하기
14342,378096,나도 보여줘 한번만 해 보자 ,9,남,가정
14343,378097,우리 가족은 네 명이야 ,9,남,가족에 대해 말하기
14344,378098,우리 아빠는 은행에서 일해 ,9,남,가족에 대해 말하기
14345,378107,시끄럽게 떠들고 얄미워 ,9,남,가족에 대해 말하기
14346,378109,놀이터 갈래 엄마한테 물어봐 ,9,남,가정
14347,378124,나 숙제해야 해 방해하지 마 ,9,남,가정
14348,378125,밥 먹고 하래 이거 다 정리해 ,9,남,가정
14349,378139,엄마가 티비 봐도 된데 진짜,9,남,가정
14350,378142,엄마가 밥 먹으래 빨리 나와 ,9,남,가정
14351,378144,우리 엄마는 선생님이야 ,9,남,가족에 대해 말하기
14352,378146,이거 내 거잖아 만지지 마 ,9,남,가정
14353,378163,너 지금 나 때렸냐 엄마한테 이를 거야 ,9,남,가정
14354,378174,이 책 다 봤어 이제 내가 봐도 돼,9,남,가정
14355,378196,맛있어 나도 한 입만 ,9,남,가정
14356,378201,나는 주말에 아빠랑 캐치볼을 해  ,9,남,가족에 대해 말하기
14357,378206,나도 할래 나도 해보고 싶었어,9,남,가정
14358,378207,나 지금 숙제하고 있잖아,9,남,가정
14359,378209,나도 몰라 엄마한테 물어 봐 ,9,남,가정
14360,378210,나 이거 볼 거야 조용히 해 ,9,남,가정
14361,378219,너 숙제 다했어 게임해도 돼,9,남,가정
14362,378221,맨날 내 말 따라하고 공부하는데 방해해 ,9,남,가족에 대해 말하기
14363,378227,내 동생은 맨날 귀찮게 졸졸 쫓아 다녀,9,남,가족에 대해 말하기
14364,378229,우리 할머니는 시골에 사셔  ,9,남,가족에 대해 말하기
14365,378230,우리 삼촌은 베트남에 있어,9,남,가족에 대해 말하기
14366,378765,할머니는 아직도 저를 애기라고 불러요,10,남,가족 소개하기
14367,378769,아빠는 저랑 동생한테 장난을 많이 쳐요 ,10,남,가족 소개하기
14368,378770,삼촌이 오시면 제 방에서 같이 게임해요 ,10,남,가족 소개하기
14369,378779,엄마 생일에 맛있는 거 먹으러 갈래요 ,10,남,가족 생일
14370,378780,저희는 할머니랑 같이 살아요 ,10,남,가족 소개하기
14371,378784,(SP:총)은 딸이 두 명 있는데 둘이 쌍둥이예요,10,남,가족 소개하기
14372,378785,저는 여동생이 두 명 있어요 ,10,남,가족 소개하기
14373,378791,리 아빠는 웃음 소리가 되게 커요,10,남,가족 소개하기
14374,378804,우리 엄마는 화장 안 해도 예뻐요 ,10,남,가족 소개하기
14375,378815,엄마 뱃속에 동생이 있대요 다음 달에 동생이 (SP:생) 태어나요 ,10,남,가족 소개하기
14376,378816,저는 엄마도 좋고 아빠도 좋아요 ,10,남,가족 소개하기
14377,378818,고모가 열 살 생일 선물로 제가 제일 갖고 싶었던 레고를 사주셨어요,10,남,가족 소개하기
14378,378835,고모랑 게임하는 게 재밌,10,남,가족 소개하기
14379,378837,오늘은 우리 엄마 생일이에요 ,10,남,가족 생일
14380,378841,(SP:집에) 집에는 이모가 주신 고양이가 두 마리가 있어요 ,10,남,가족 소개하기
14381,378843,할머니 생신은 다음 달이에요,10,남,가족 생일
14382,378845,모네 집은 우리 집이랑 가까워서 자주 놀러가요 ,10,남,가족 소개하기
14383,378847,내일 내 동생 생일이에요 ,10,남,가족 생일
14384,378849,이모 생일이어서 케이크 샀어요 ,10,남,가족 생일
14385,378851,어제 할머니 생신이셔서 파티했어요 ,10,남,가족 생일
14386,378854,엄마랑 삼(SP:총)은 남매 사이예요 ,10,남,가족 소개하기
14387,378855,저도 아빠를 닮아서 그런지 키가 커요 ,10,남,가족 소개하기
14388,378865,삼촌은 나이가 서른 살이 넘었는데 결혼은 하지 않았어요 ,10,남,가족 소개하기
14389,378870,할머니는 흰머리가 많으셔서 염색을 해요  ,10,남,가족 소개하기
14390,378871,이번주 토요일은 아빠 생일이에요 ,10,남,가족 생일
14391,378877,이모 집에 가면 제가 좋아하는 사촌들과 놀 수 있어서 벌써 부터 기대돼요 ,10,남,가족 소개하기
14392,378885,할머니 댁에 가면 맛있는 걸 많이 먹을 수 있어서 좋아요,10,남,가족 소개하기
14393,378891,엄마는 게임하는 걸 싫어하는데 이모 집에 가면 게임을 실컷 할 수 있어요 ,10,남,가족 소개하기
14394,378904,우리 할머니가 이 모자 뜨개질로 만드신 거예요 ,10,남,가족 소개하기
14395,378905,이모네 갈 거예요 이모부 생신이에요,10,남,가족 생일
14396,378910,우리 엄마는 키가 작고 안경을 썼어요,10,남,가족 소개하기
14397,378921,빠랑 자기 전에 침대에서 책읽는 게 좋아요 ,10,남,가족 소개하기
14398,378923,이모는 엄마보다 나이가 많은데 엄마랑 많이 닮았어요,10,남,가족 소개하기
14399,378925,여름 방학 때 울산 이모집에 놀러갈 거에요 ,10,남,가족 소개하기
14400,378928,저는 엄마가 제일 좋아요,10,남,가족 소개하기
14401,378929,아빠 생일이어서 생일카드 썼어요 ,10,남,가족 생일
14402,378934,삼촌이 이번 주말에 숙모가 되실 분과 같이 오신다고 하셨어요 ,10,남,가족 소개하기
14403,378937,할아버지는 책을 보실 때 돋보기를 써요 ,10,남,가족 소개하기
14404,378939,이모는 저랑 잘 놀아 줘요 ,10,남,가족 소개하기
14405,378942,삼촌이랑 레고 만드는 게 좋아요 ,10,남,가족 소개하기
14406,378943,(SP:때는)에는 아빠가 아침에 학교갈 때 같이 갔어요,10,남,가족 소개하기
14407,378946,는 할머니 외할아버지랑 같이 살아요 ,10,남,가족 소개하기
14408,378948,저는 동생한테 재미있는 동화책을 자주 읽어줘요 ,10,남,가족 소개하기
14409,378955,그래서 이름 부를 때 맨날 헷갈려요 ,10,남,가족 소개하기
14410,378958,고모네 집에 가면 사촌 동생(SP:니)이랑 같이 놀고 재밌어요,10,남,가족 소개하기
14411,378962,한 달에 한 번 수원 할머니네 집에 가요 ,10,남,가족 소개하기
14412,378968,쌍둥이라서 그런지 둘이 정말 똑같이 생겼(SP:으)(NO:),10,남,가족 소개하기
14413,378972,할머니네 집 근처에 바다가 있어서 자주 놀러가로 ,10,남,가족 소개하기
14414,378978,삼촌은 기타를 잘 쳐요 ,10,남,가족 소개하기
14415,378982,내 동생은 겨울에 태어났어요 ,10,남,가족 생일
14416,378988,고모는 우리 아빠한테 오빠라고 불러요 ,10,남,가족 소개하기
14417,378996,이모는 중학교 영어 선생님이에요 ,10,남,가족 소개하기
14418,378997,내 생일은 시 월이에요  ,10,남,가족 생일
14419,379005,엄마가 학교에 데리러 오실 때가 너무 기다려져요 ,10,남,가족 소개하기
14420,379006,할머니 할아버지 댁은 바닷가라서 여름에 가면 물놀이를 하고 좋아 놀아요,10,남,가족 소개하기
14421,379016,립하기 어(SP:려)운 레고도 고모가 척척 만들어 주세,10,남,가족 소개하기
14422,379022,고모랑 주말마다 레고하는 게 너무 재미있어요 ,10,남,가족 소개하기
14423,379025,삼촌 방에 가면 컴퓨터가 큰 게 있어요 ,10,남,가족 소개하기
14424,379030,할머니 집에 놀러갈 때마다 제가 좋아하는 음식을 많이 만들어 주세요 ,10,남,가족 소개하기
14425,379031,다음 주에 할아버지 생신이래요 ,10,남,가족 생일
14426,379033,우리 할머니는 흰머리가 많아요 ,10,남,가족 소개하기
14427,379034,삼촌은 내가 말하는 거 다 만들어 줘요 ,10,남,가족 소개하기
14428,379037,엄마가 자전거 어떻게 타는지 가르쳐 줬어요 ,10,남,가족 소개하기
14429,379054,그저께 할아버지 생신 파티를 했어요 ,10,남,가족 생일
14430,379056,엄마는 저한테 항상 양보하라고 하고 동생 편만 들어요 ,10,남,가족 소개하기
14431,379060,(SP:저) 저랑 제 동생은 세 살 차이가 나요 ,10,남,가족 소개하기
14432,379064,할아버지랑 문구점 같이 가기로 약속했어요 ,10,남,가족 소개하기
14433,379069,아빠 (SP:회사에) 회사가 명동에 있는데 주말에 놀러간 적이 있어요 ,10,남,가족 소개하기
14434,379073,할아버지는 흰머리가 많으시고 눈이 나쁘셔서 안경을 써요 ,10,남,가족 소개하기
14435,379076,어제 우리 아빠 생일이었어요 ,10,남,가족 생일
14436,379078,저랑 제 동생은 쌍둥이에요 ,10,남,가족 소개하기
14437,379079,이모는 강아지를 세 마리나 키우는데 엄청 귀여워요 ,10,남,가족 소개하기
14438,379087,맨날 내 말 따라하고 공부하는데 방해해 ,10,남,가족에 대해 말하기
14439,379088,나 지금 숙제하고 있잖아,10,남,가정
14440,379091,(SP:내 동) 제 동생은 제 말을 잘 안 들어요 ,10,남,가족 소개하기
14441,379094,동생이 생기면 잘해 줄 거예요 ,10,남,가족 소개하기
14442,379099,우리 아빠는 은행에서 일해 ,10,남,가족에 대해 말하기
14443,379109,우리 가족은 네 명이야 ,10,남,가족에 대해 말하기
14444,379112,우리 가족은 엄마 아빠 나 세 명이요,10,남,가족 소개하기
14445,379115,남동 이응 이응 한 명 있어요 ,10,남,가족 소개하기
14446,379123,엄마가 밥 먹으래 빨리 나,10,남,가정
14447,379125,너 숙제 다했어 게임해도 돼,10,남,가정
14448,379130,엄마가 티비 봐도 된데 진짜,10,남,가정
14449,379131,시끄럽게 떠들고 (SP:얄)얄미워 ,10,남,가족에 대해 말하기
14450,379133,이거 내 거잖아 만지지 마 ,10,남,가정
14451,379141,내 동생은 맨날 귀찮게 졸졸 (SP:쫓)쫓아 다녀,10,남,가족에 대해 말하기
14452,379143,(SP:)도 할래 나도 해보고 싶어,10,남,가정
14453,379146,삼촌은 베트남에 있어,10,남,가족에 대해 말하기
14454,379147,밥 먹고 하래 이거 다 정리해 ,10,남,가정
14455,379153,주말에 아빠랑 캐치볼을 해  ,10,남,가족에 대해 말하기
14456,379157,나도 몰라 엄마한테 물어 봐 ,10,남,가정
14457,379161,우리 아빠는 주말에 저랑 잘 놀아주세요 ,10,남,가족 소개하기
14458,379162,우리 이모는 미국에 살아,10,남,가족에 대해 말하기
14459,379168,나 숙제해야 해 방해하지 마 ,10,남,가정
14460,379169,제 동생은 제 물건을 자꾸 가져가요 ,10,남,가족 소개하기
14461,379174,우리 아빠는 회사원이에요,10,남,가족 소개하기
14462,379176,우리 아빠는 키가 커요 ,10,남,가족 소개하기
14463,379178,이 책 다 봤어 이제 내가 봐도 돼,10,남,가정
14464,379180,우리 엄마는 (SP:여) 선생님이야 ,10,남,가족에 대해 말하기
14465,379181,왜 나는 여동생이 있어,10,남,가족에 대해 말하기
14466,379182,저희는 말티즈 한 마리를 키워,10,남,가족 소개하기
14467,379186,너 지금 나 때렸냐 엄마한테 이를 거야 ,10,남,가정
14468,379187,내동생은 유치원 다녀요 ,10,남,가족 소개하기
14469,379189,저는 동생이 가끔 미울 때가 있어요 ,10,남,가족 소개하기
14470,379201,나 이거 볼 거야 조용히 해 ,10,남,가정
14471,379217,맛있어 나도 한 입만 ,10,남,가정
14472,379245,우리 가족은 네 명이에요 ,10,남,가족 소개하기
14473,379250,우리 집에 강아지가 두 마리 있어요 ,10,남,가족 소개하기
14474,379252,우리집은 고양이를 키워요 ,10,남,가족 소개하기
14475,379261,(SP:우리 아) 우리 엄마가 세상에서 제일 예뻐요 ,10,남,가족 소개하기
14476,379262,(SP:나도) 나도 보여줘 한번만 해 보자 ,10,남,가정
14477,379263,우리 할머니는 시골에 사셔  ,10,남,가족에 대해 말하기
14478,379266,놀이터 갈래 엄마한테 물어봐 ,10,남,가정
14479,380236,다음 주에 할아버지 생신이래요 ,8,남,가족 생일
14480,380293,이번주 토요일은 아빠 생일이에요 ,8,남,가족 생일
14481,380311,내 동생은 겨울에 태어났어요 ,8,남,가족 생일
14482,380338,내일 내 동생 생일이에요 ,8,남,가족 생일
14483,380350,엄마 생일에 맛있는 거 먹으러 갈 거래요 ,8,남,가족 생일
14484,380368,그저께 할아버지 생신 파티했어요 ,8,남,가족 생일
14485,380372,이모네 갈 거예요 이모부 생신이래요,8,남,가족 생일
14486,380376,어제가 우리 아빠 생일이었어요 ,8,남,가족 생일
14487,380409,어제 할머니 생신이어서 파티했어요 ,8,남,가족 생일
14488,380420,오늘은 우리 엄마 생일이에요 ,8,남,가족 생일
14489,380442,제 생일은 시 월이에요  ,8,남,가족 생일
14490,380470,아빠 생일이어서 생일카드 썼어요 ,8,남,가족 생일
14491,380476,할머니 생신은 다음 달이래요 ,8,남,가족 생일
14492,380485,이모 생일이어서 케이크 샀어요 ,8,남,가족 생일
14493,380798,고모랑 게임하는 게 재밌어요 ,8,남,가족 소개하기
14494,380800,할머니는 흰머리가 많으셔서 염색을 해요  ,8,남,가족 소개하기
14495,380801,저는 엄마도 좋고 아빠도 좋아요 ,8,남,가족 소개하기
14496,380811,아빠 회사가 (SP:주) 명동에 있는데 주말에 놀러간 적이 있어요 ,8,남,가족 소개하기
14497,380820,삼촌이 이번 주말에 숙모가 되실 분과 같이 오신다고 하셨어요 ,8,남,가족 소개하기
14498,380822,고모랑 주말마다 레고하는 게 너무 재미있어요 ,8,남,가족 소개하기
